event_id,event_cycle,event_type,module,command_id,opcode,logical_id,slice_id,stage,subrequest_state,channel_state,chip_state,plane_state,channel,chip,die,plane,stage_start_cycle,stage_end_cycle,duration_cycles,active_commands
312,62844,ISSUE,onfi_bus[ch0],32,READ_SLICE,0,0,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,0,1,1,1,62844,66940,4096,9
313,62844,ISSUE,onfi_bus[ch1],33,READ_SLICE,0,0,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,1,1,1,1,62844,66940,4096,10
314,62844,ISSUE,onfi_bus[ch2],34,READ_SLICE,0,0,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,2,1,1,1,62844,66940,4096,11
315,62844,ISSUE,onfi_bus[ch3],35,READ_SLICE,0,0,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,3,1,1,1,62844,66940,4096,12
316,62844,ISSUE,onfi_bus[ch4],36,READ_SLICE,0,0,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,4,1,1,1,62844,66940,4096,13
317,62844,ISSUE,onfi_bus[ch5],37,READ_SLICE,0,0,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,5,1,1,1,62844,66940,4096,14
318,62844,ISSUE,onfi_bus[ch6],38,READ_SLICE,0,0,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,6,1,1,1,62844,66940,4096,15
319,62844,ISSUE,onfi_bus[ch7],39,READ_SLICE,0,0,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,7,1,1,1,62844,66940,4096,16
320,66940,COMPLETE,onfi_bus[ch0],32,READ_SLICE,0,0,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,0,1,1,1,62844,66940,4096,16
321,66940,COMPLETE,onfi_bus[ch1],33,READ_SLICE,0,0,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,1,1,1,1,62844,66940,4096,15
322,66940,COMPLETE,onfi_bus[ch6],38,READ_SLICE,0,0,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,6,1,1,1,62844,66940,4096,14
323,66940,COMPLETE,onfi_bus[ch7],39,READ_SLICE,0,0,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,7,1,1,1,62844,66940,4096,13
324,66940,COMPLETE,onfi_bus[ch2],34,READ_SLICE,0,0,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,2,1,1,1,62844,66940,4096,12
325,66940,COMPLETE,onfi_bus[ch3],35,READ_SLICE,0,0,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,3,1,1,1,62844,66940,4096,11
326,66940,COMPLETE,onfi_bus[ch4],36,READ_SLICE,0,0,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,4,1,1,1,62844,66940,4096,10
327,66940,COMPLETE,onfi_bus[ch5],37,READ_SLICE,0,0,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,5,1,1,1,62844,66940,4096,9
328,66940,ISSUE,onfi_bus[ch0],40,READ_SLICE,0,1,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,0,1,1,1,66940,66947,7,9
329,66940,ISSUE,onfi_bus[ch1],41,READ_SLICE,0,1,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,1,1,1,1,66940,66947,7,10
330,66940,ISSUE,onfi_bus[ch2],42,READ_SLICE,0,1,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,2,1,1,1,66940,66947,7,11
331,66940,ISSUE,onfi_bus[ch3],43,READ_SLICE,0,1,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,3,1,1,1,66940,66947,7,12
332,66940,ISSUE,onfi_bus[ch4],44,READ_SLICE,0,1,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,4,1,1,1,66940,66947,7,13
333,66940,ISSUE,onfi_bus[ch5],45,READ_SLICE,0,1,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,5,1,1,1,66940,66947,7,14
334,66940,ISSUE,onfi_bus[ch6],46,READ_SLICE,0,1,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,6,1,1,1,66940,66947,7,15
335,66940,ISSUE,onfi_bus[ch7],47,READ_SLICE,0,1,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,7,1,1,1,66940,66947,7,16
336,66947,COMPLETE,onfi_bus[ch0],40,READ_SLICE,0,1,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,0,1,1,1,66940,66947,7,16
337,66947,COMPLETE,onfi_bus[ch1],41,READ_SLICE,0,1,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,1,1,1,1,66940,66947,7,15
338,66947,COMPLETE,onfi_bus[ch6],46,READ_SLICE,0,1,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,6,1,1,1,66940,66947,7,14
339,66947,COMPLETE,onfi_bus[ch7],47,READ_SLICE,0,1,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,7,1,1,1,66940,66947,7,13
340,66947,COMPLETE,onfi_bus[ch2],42,READ_SLICE,0,1,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,2,1,1,1,66940,66947,7,12
341,66947,COMPLETE,onfi_bus[ch3],43,READ_SLICE,0,1,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,3,1,1,1,66940,66947,7,11
342,66947,COMPLETE,onfi_bus[ch4],44,READ_SLICE,0,1,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,4,1,1,1,66940,66947,7,10
343,66947,COMPLETE,onfi_bus[ch5],45,READ_SLICE,0,1,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,5,1,1,1,66940,66947,7,9
344,66947,ISSUE,onfi_bus[ch0],40,READ_SLICE,0,1,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,0,1,1,1,66947,71043,4096,9
345,66947,ISSUE,onfi_bus[ch1],41,READ_SLICE,0,1,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,1,1,1,1,66947,71043,4096,10
346,66947,ISSUE,onfi_bus[ch2],42,READ_SLICE,0,1,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,2,1,1,1,66947,71043,4096,11
347,66947,ISSUE,onfi_bus[ch3],43,READ_SLICE,0,1,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,3,1,1,1,66947,71043,4096,12
348,66947,ISSUE,onfi_bus[ch4],44,READ_SLICE,0,1,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,4,1,1,1,66947,71043,4096,13
349,66947,ISSUE,onfi_bus[ch5],45,READ_SLICE,0,1,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,5,1,1,1,66947,71043,4096,14
350,66947,ISSUE,onfi_bus[ch6],46,READ_SLICE,0,1,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,6,1,1,1,66947,71043,4096,15
351,66947,ISSUE,onfi_bus[ch7],47,READ_SLICE,0,1,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,7,1,1,1,66947,71043,4096,16
352,71043,COMPLETE,onfi_bus[ch0],40,READ_SLICE,0,1,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,0,1,1,1,66947,71043,4096,16
353,71043,COMPLETE,onfi_bus[ch1],41,READ_SLICE,0,1,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,1,1,1,1,66947,71043,4096,15
354,71043,COMPLETE,onfi_bus[ch6],46,READ_SLICE,0,1,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,6,1,1,1,66947,71043,4096,14
355,71043,COMPLETE,onfi_bus[ch7],47,READ_SLICE,0,1,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,7,1,1,1,66947,71043,4096,13
356,71043,COMPLETE,onfi_bus[ch2],42,READ_SLICE,0,1,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,2,1,1,1,66947,71043,4096,12
357,71043,COMPLETE,onfi_bus[ch3],43,READ_SLICE,0,1,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,3,1,1,1,66947,71043,4096,11
358,71043,COMPLETE,onfi_bus[ch4],44,READ_SLICE,0,1,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,4,1,1,1,66947,71043,4096,10
359,71043,COMPLETE,onfi_bus[ch5],45,READ_SLICE,0,1,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,5,1,1,1,66947,71043,4096,9
360,71043,ISSUE,onfi_bus[ch0],48,READ_SLICE,0,2,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,0,1,1,1,71043,71050,7,9
361,71043,ISSUE,onfi_bus[ch1],49,READ_SLICE,0,2,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,1,1,1,1,71043,71050,7,10
362,71043,ISSUE,onfi_bus[ch2],50,READ_SLICE,0,2,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,2,1,1,1,71043,71050,7,11
363,71043,ISSUE,onfi_bus[ch3],51,READ_SLICE,0,2,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,3,1,1,1,71043,71050,7,12
364,71043,ISSUE,onfi_bus[ch4],52,READ_SLICE,0,2,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,4,1,1,1,71043,71050,7,13
365,71043,ISSUE,onfi_bus[ch5],53,READ_SLICE,0,2,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,5,1,1,1,71043,71050,7,14
366,71043,ISSUE,onfi_bus[ch6],54,READ_SLICE,0,2,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,6,1,1,1,71043,71050,7,15
367,71043,ISSUE,onfi_bus[ch7],55,READ_SLICE,0,2,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,7,1,1,1,71043,71050,7,16
368,71050,COMPLETE,onfi_bus[ch0],48,READ_SLICE,0,2,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,0,1,1,1,71043,71050,7,16
369,71050,COMPLETE,onfi_bus[ch1],49,READ_SLICE,0,2,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,1,1,1,1,71043,71050,7,15
370,71050,COMPLETE,onfi_bus[ch6],54,READ_SLICE,0,2,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,6,1,1,1,71043,71050,7,14
371,71050,COMPLETE,onfi_bus[ch7],55,READ_SLICE,0,2,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,7,1,1,1,71043,71050,7,13
372,71050,COMPLETE,onfi_bus[ch2],50,READ_SLICE,0,2,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,2,1,1,1,71043,71050,7,12
373,71050,COMPLETE,onfi_bus[ch3],51,READ_SLICE,0,2,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,3,1,1,1,71043,71050,7,11
374,71050,COMPLETE,onfi_bus[ch4],52,READ_SLICE,0,2,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,4,1,1,1,71043,71050,7,10
375,71050,COMPLETE,onfi_bus[ch5],53,READ_SLICE,0,2,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,5,1,1,1,71043,71050,7,9
376,71050,ISSUE,onfi_bus[ch0],48,READ_SLICE,0,2,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,0,1,1,1,71050,75146,4096,9
377,71050,ISSUE,onfi_bus[ch1],49,READ_SLICE,0,2,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,1,1,1,1,71050,75146,4096,10
378,71050,ISSUE,onfi_bus[ch2],50,READ_SLICE,0,2,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,2,1,1,1,71050,75146,4096,11
379,71050,ISSUE,onfi_bus[ch3],51,READ_SLICE,0,2,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,3,1,1,1,71050,75146,4096,12
380,71050,ISSUE,onfi_bus[ch4],52,READ_SLICE,0,2,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,4,1,1,1,71050,75146,4096,13
381,71050,ISSUE,onfi_bus[ch5],53,READ_SLICE,0,2,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,5,1,1,1,71050,75146,4096,14
382,71050,ISSUE,onfi_bus[ch6],54,READ_SLICE,0,2,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,6,1,1,1,71050,75146,4096,15
383,71050,ISSUE,onfi_bus[ch7],55,READ_SLICE,0,2,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,7,1,1,1,71050,75146,4096,16
384,75146,COMPLETE,onfi_bus[ch0],48,READ_SLICE,0,2,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,0,1,1,1,71050,75146,4096,16
385,75146,COMPLETE,onfi_bus[ch1],49,READ_SLICE,0,2,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,1,1,1,1,71050,75146,4096,15
386,75146,COMPLETE,onfi_bus[ch6],54,READ_SLICE,0,2,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,6,1,1,1,71050,75146,4096,14
387,75146,COMPLETE,onfi_bus[ch7],55,READ_SLICE,0,2,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,7,1,1,1,71050,75146,4096,13
388,75146,COMPLETE,onfi_bus[ch2],50,READ_SLICE,0,2,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,2,1,1,1,71050,75146,4096,12
389,75146,COMPLETE,onfi_bus[ch3],51,READ_SLICE,0,2,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,3,1,1,1,71050,75146,4096,11
390,75146,COMPLETE,onfi_bus[ch4],52,READ_SLICE,0,2,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,4,1,1,1,71050,75146,4096,10
391,75146,COMPLETE,onfi_bus[ch5],53,READ_SLICE,0,2,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,5,1,1,1,71050,75146,4096,9
392,75146,ISSUE,onfi_bus[ch0],56,READ_SLICE,0,3,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,0,1,1,1,75146,75153,7,9
393,75146,ISSUE,onfi_bus[ch1],57,READ_SLICE,0,3,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,1,1,1,1,75146,75153,7,10
394,75146,ISSUE,onfi_bus[ch2],58,READ_SLICE,0,3,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,2,1,1,1,75146,75153,7,11
395,75146,ISSUE,onfi_bus[ch3],59,READ_SLICE,0,3,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,3,1,1,1,75146,75153,7,12
396,75146,ISSUE,onfi_bus[ch4],60,READ_SLICE,0,3,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,4,1,1,1,75146,75153,7,13
397,75146,ISSUE,onfi_bus[ch5],61,READ_SLICE,0,3,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,5,1,1,1,75146,75153,7,14
398,75146,ISSUE,onfi_bus[ch6],62,READ_SLICE,0,3,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,6,1,1,1,75146,75153,7,15
399,75146,ISSUE,onfi_bus[ch7],63,READ_SLICE,0,3,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,7,1,1,1,75146,75153,7,16
400,75153,COMPLETE,onfi_bus[ch0],56,READ_SLICE,0,3,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,0,1,1,1,75146,75153,7,16
401,75153,COMPLETE,onfi_bus[ch1],57,READ_SLICE,0,3,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,1,1,1,1,75146,75153,7,15
402,75153,COMPLETE,onfi_bus[ch6],62,READ_SLICE,0,3,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,6,1,1,1,75146,75153,7,14
403,75153,COMPLETE,onfi_bus[ch7],63,READ_SLICE,0,3,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,7,1,1,1,75146,75153,7,13
404,75153,COMPLETE,onfi_bus[ch2],58,READ_SLICE,0,3,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,2,1,1,1,75146,75153,7,12
405,75153,COMPLETE,onfi_bus[ch3],59,READ_SLICE,0,3,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,3,1,1,1,75146,75153,7,11
406,75153,COMPLETE,onfi_bus[ch4],60,READ_SLICE,0,3,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,4,1,1,1,75146,75153,7,10
407,75153,COMPLETE,onfi_bus[ch5],61,READ_SLICE,0,3,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,5,1,1,1,75146,75153,7,9
408,75153,ISSUE,onfi_bus[ch0],56,READ_SLICE,0,3,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,0,1,1,1,75153,79249,4096,9
409,75153,ISSUE,onfi_bus[ch1],57,READ_SLICE,0,3,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,1,1,1,1,75153,79249,4096,10
410,75153,ISSUE,onfi_bus[ch2],58,READ_SLICE,0,3,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,2,1,1,1,75153,79249,4096,11
411,75153,ISSUE,onfi_bus[ch3],59,READ_SLICE,0,3,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,3,1,1,1,75153,79249,4096,12
412,75153,ISSUE,onfi_bus[ch4],60,READ_SLICE,0,3,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,4,1,1,1,75153,79249,4096,13
