event_id,event_cycle,event_type,command_id,opcode,logical_id,slice_id,stage,subrequest_state,channel_state,chip_state,plane_state,channel,chip,die,plane,stage_start_cycle,stage_end_cycle,duration_cycles,active_commands
340,66947,COMPLETE,44,READ_SLICE,0,1,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,4,1,1,1,66940,66947,7,12
341,66947,COMPLETE,45,READ_SLICE,0,1,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,5,1,1,1,66940,66947,7,11
342,66947,COMPLETE,46,READ_SLICE,0,1,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,6,1,1,1,66940,66947,7,10
343,66947,COMPLETE,47,READ_SLICE,0,1,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,7,1,1,1,66940,66947,7,9
344,66947,ISSUE,40,READ_SLICE,0,1,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,0,1,1,1,66947,71043,4096,9
345,66947,ISSUE,41,READ_SLICE,0,1,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,1,1,1,1,66947,71043,4096,10
346,66947,ISSUE,42,READ_SLICE,0,1,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,2,1,1,1,66947,71043,4096,11
347,66947,ISSUE,43,READ_SLICE,0,1,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,3,1,1,1,66947,71043,4096,12
348,66947,ISSUE,44,READ_SLICE,0,1,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,4,1,1,1,66947,71043,4096,13
349,66947,ISSUE,45,READ_SLICE,0,1,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,5,1,1,1,66947,71043,4096,14
350,66947,ISSUE,46,READ_SLICE,0,1,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,6,1,1,1,66947,71043,4096,15
351,66947,ISSUE,47,READ_SLICE,0,1,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,7,1,1,1,66947,71043,4096,16
352,71043,COMPLETE,40,READ_SLICE,0,1,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,0,1,1,1,66947,71043,4096,16
353,71043,COMPLETE,41,READ_SLICE,0,1,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,1,1,1,1,66947,71043,4096,15
354,71043,COMPLETE,42,READ_SLICE,0,1,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,2,1,1,1,66947,71043,4096,14
355,71043,COMPLETE,43,READ_SLICE,0,1,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,3,1,1,1,66947,71043,4096,13
356,71043,COMPLETE,44,READ_SLICE,0,1,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,4,1,1,1,66947,71043,4096,12
357,71043,COMPLETE,45,READ_SLICE,0,1,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,5,1,1,1,66947,71043,4096,11
358,71043,COMPLETE,46,READ_SLICE,0,1,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,6,1,1,1,66947,71043,4096,10
359,71043,COMPLETE,47,READ_SLICE,0,1,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,7,1,1,1,66947,71043,4096,9
360,71043,ISSUE,48,READ_SLICE,0,2,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,0,1,1,1,71043,71050,7,9
361,71043,ISSUE,49,READ_SLICE,0,2,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,1,1,1,1,71043,71050,7,10
362,71043,ISSUE,50,READ_SLICE,0,2,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,2,1,1,1,71043,71050,7,11
363,71043,ISSUE,51,READ_SLICE,0,2,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,3,1,1,1,71043,71050,7,12
364,71043,ISSUE,52,READ_SLICE,0,2,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,4,1,1,1,71043,71050,7,13
365,71043,ISSUE,53,READ_SLICE,0,2,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,5,1,1,1,71043,71050,7,14
366,71043,ISSUE,54,READ_SLICE,0,2,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,6,1,1,1,71043,71050,7,15
367,71043,ISSUE,55,READ_SLICE,0,2,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,7,1,1,1,71043,71050,7,16
368,71050,COMPLETE,48,READ_SLICE,0,2,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,0,1,1,1,71043,71050,7,16
369,71050,COMPLETE,49,READ_SLICE,0,2,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,1,1,1,1,71043,71050,7,15
370,71050,COMPLETE,50,READ_SLICE,0,2,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,2,1,1,1,71043,71050,7,14
371,71050,COMPLETE,51,READ_SLICE,0,2,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,3,1,1,1,71043,71050,7,13
372,71050,COMPLETE,52,READ_SLICE,0,2,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,4,1,1,1,71043,71050,7,12
373,71050,COMPLETE,53,READ_SLICE,0,2,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,5,1,1,1,71043,71050,7,11
374,71050,COMPLETE,54,READ_SLICE,0,2,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,6,1,1,1,71043,71050,7,10
375,71050,COMPLETE,55,READ_SLICE,0,2,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,7,1,1,1,71043,71050,7,9
376,71050,ISSUE,48,READ_SLICE,0,2,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,0,1,1,1,71050,75146,4096,9
377,71050,ISSUE,49,READ_SLICE,0,2,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,1,1,1,1,71050,75146,4096,10
378,71050,ISSUE,50,READ_SLICE,0,2,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,2,1,1,1,71050,75146,4096,11
379,71050,ISSUE,51,READ_SLICE,0,2,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,3,1,1,1,71050,75146,4096,12
380,71050,ISSUE,52,READ_SLICE,0,2,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,4,1,1,1,71050,75146,4096,13
381,71050,ISSUE,53,READ_SLICE,0,2,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,5,1,1,1,71050,75146,4096,14
382,71050,ISSUE,54,READ_SLICE,0,2,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,6,1,1,1,71050,75146,4096,15
383,71050,ISSUE,55,READ_SLICE,0,2,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,7,1,1,1,71050,75146,4096,16
384,75146,COMPLETE,48,READ_SLICE,0,2,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,0,1,1,1,71050,75146,4096,16
385,75146,COMPLETE,49,READ_SLICE,0,2,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,1,1,1,1,71050,75146,4096,15
386,75146,COMPLETE,50,READ_SLICE,0,2,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,2,1,1,1,71050,75146,4096,14
387,75146,COMPLETE,51,READ_SLICE,0,2,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,3,1,1,1,71050,75146,4096,13
388,75146,COMPLETE,52,READ_SLICE,0,2,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,4,1,1,1,71050,75146,4096,12
389,75146,COMPLETE,53,READ_SLICE,0,2,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,5,1,1,1,71050,75146,4096,11
390,75146,COMPLETE,54,READ_SLICE,0,2,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,6,1,1,1,71050,75146,4096,10
391,75146,COMPLETE,55,READ_SLICE,0,2,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,7,1,1,1,71050,75146,4096,9
392,75146,ISSUE,56,READ_SLICE,0,3,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,0,1,1,1,75146,75153,7,9
393,75146,ISSUE,57,READ_SLICE,0,3,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,1,1,1,1,75146,75153,7,10
394,75146,ISSUE,58,READ_SLICE,0,3,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,2,1,1,1,75146,75153,7,11
395,75146,ISSUE,59,READ_SLICE,0,3,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,3,1,1,1,75146,75153,7,12
396,75146,ISSUE,60,READ_SLICE,0,3,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,4,1,1,1,75146,75153,7,13
397,75146,ISSUE,61,READ_SLICE,0,3,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,5,1,1,1,75146,75153,7,14
398,75146,ISSUE,62,READ_SLICE,0,3,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,6,1,1,1,75146,75153,7,15
399,75146,ISSUE,63,READ_SLICE,0,3,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,7,1,1,1,75146,75153,7,16
400,75153,COMPLETE,56,READ_SLICE,0,3,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,0,1,1,1,75146,75153,7,16
401,75153,COMPLETE,57,READ_SLICE,0,3,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,1,1,1,1,75146,75153,7,15
402,75153,COMPLETE,58,READ_SLICE,0,3,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,2,1,1,1,75146,75153,7,14
403,75153,COMPLETE,59,READ_SLICE,0,3,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,3,1,1,1,75146,75153,7,13
404,75153,COMPLETE,60,READ_SLICE,0,3,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,4,1,1,1,75146,75153,7,12
405,75153,COMPLETE,61,READ_SLICE,0,3,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,5,1,1,1,75146,75153,7,11
406,75153,COMPLETE,62,READ_SLICE,0,3,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,6,1,1,1,75146,75153,7,10
407,75153,COMPLETE,63,READ_SLICE,0,3,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,7,1,1,1,75146,75153,7,9
408,75153,ISSUE,56,READ_SLICE,0,3,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,0,1,1,1,75153,79249,4096,9
409,75153,ISSUE,57,READ_SLICE,0,3,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,1,1,1,1,75153,79249,4096,10
410,75153,ISSUE,58,READ_SLICE,0,3,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,2,1,1,1,75153,79249,4096,11
411,75153,ISSUE,59,READ_SLICE,0,3,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,3,1,1,1,75153,79249,4096,12
412,75153,ISSUE,60,READ_SLICE,0,3,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,4,1,1,1,75153,79249,4096,13
413,75153,ISSUE,61,READ_SLICE,0,3,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,5,1,1,1,75153,79249,4096,14
414,75153,ISSUE,62,READ_SLICE,0,3,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,6,1,1,1,75153,79249,4096,15
415,75153,ISSUE,63,READ_SLICE,0,3,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,7,1,1,1,75153,79249,4096,16
416,79249,COMPLETE,56,READ_SLICE,0,3,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,0,1,1,1,75153,79249,4096,16
417,79249,COMPLETE,57,READ_SLICE,0,3,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,1,1,1,1,75153,79249,4096,15
418,79249,COMPLETE,58,READ_SLICE,0,3,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,2,1,1,1,75153,79249,4096,14
419,79249,COMPLETE,59,READ_SLICE,0,3,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,3,1,1,1,75153,79249,4096,13
420,79249,COMPLETE,60,READ_SLICE,0,3,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,4,1,1,1,75153,79249,4096,12
421,79249,COMPLETE,61,READ_SLICE,0,3,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,5,1,1,1,75153,79249,4096,11
422,79249,COMPLETE,62,READ_SLICE,0,3,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,6,1,1,1,75153,79249,4096,10
423,79249,COMPLETE,63,READ_SLICE,0,3,SSDSIM_DATA_TRANSFER,SR_R_DATA_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_DATA_REGISTER,7,1,1,1,75153,79249,4096,9
424,79249,ISSUE,72,READ_COMPUTE,5,-1,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,0,1,0,1,79249,79256,7,9
425,79249,ISSUE,73,READ_COMPUTE,5,-1,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,1,1,0,1,79249,79256,7,10
426,79249,ISSUE,74,READ_COMPUTE,5,-1,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,2,1,0,1,79249,79256,7,11
427,79249,ISSUE,75,READ_COMPUTE,5,-1,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,3,1,0,1,79249,79256,7,12
428,79249,ISSUE,76,READ_COMPUTE,5,-1,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,4,1,0,1,79249,79256,7,13
429,79249,ISSUE,77,READ_COMPUTE,5,-1,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,5,1,0,1,79249,79256,7,14
430,79249,ISSUE,78,READ_COMPUTE,5,-1,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,6,1,0,1,79249,79256,7,15
431,79249,ISSUE,79,READ_COMPUTE,5,-1,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,7,1,0,1,79249,79256,7,16
432,79256,COMPLETE,72,READ_COMPUTE,5,-1,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,0,1,0,1,79249,79256,7,16
433,79256,COMPLETE,73,READ_COMPUTE,5,-1,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,1,1,0,1,79249,79256,7,15
434,79256,COMPLETE,74,READ_COMPUTE,5,-1,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,2,1,0,1,79249,79256,7,14
435,79256,COMPLETE,75,READ_COMPUTE,5,-1,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,3,1,0,1,79249,79256,7,13
436,79256,COMPLETE,76,READ_COMPUTE,5,-1,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,4,1,0,1,79249,79256,7,12
437,79256,COMPLETE,77,READ_COMPUTE,5,-1,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,5,1,0,1,79249,79256,7,11
438,79256,COMPLETE,78,READ_COMPUTE,5,-1,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,6,1,0,1,79249,79256,7,10
439,79256,COMPLETE,79,READ_COMPUTE,5,-1,SSDSIM_CA_TRANSFER,SR_R_C_A_TRANSFER,CHANNEL_C_A_TRANSFER,CHIP_C_A_TRANSFER,PLANE_CMD_LATCH,7,1,0,1,79249,79256,7,9
440,79256,ISSUE,72,READ_COMPUTE,5,-1,IFC_VECTOR_TRANSFER,SR_IFC_VECTOR_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_INPUT_LATCH,0,1,0,1,79256,79512,256,9
441,79256,ISSUE,73,READ_COMPUTE,5,-1,IFC_VECTOR_TRANSFER,SR_IFC_VECTOR_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_INPUT_LATCH,1,1,0,1,79256,79512,256,10
442,79256,ISSUE,74,READ_COMPUTE,5,-1,IFC_VECTOR_TRANSFER,SR_IFC_VECTOR_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_INPUT_LATCH,2,1,0,1,79256,79512,256,11
443,79256,ISSUE,75,READ_COMPUTE,5,-1,IFC_VECTOR_TRANSFER,SR_IFC_VECTOR_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_INPUT_LATCH,3,1,0,1,79256,79512,256,12
444,79256,ISSUE,76,READ_COMPUTE,5,-1,IFC_VECTOR_TRANSFER,SR_IFC_VECTOR_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_INPUT_LATCH,4,1,0,1,79256,79512,256,13
445,79256,ISSUE,77,READ_COMPUTE,5,-1,IFC_VECTOR_TRANSFER,SR_IFC_VECTOR_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_INPUT_LATCH,5,1,0,1,79256,79512,256,14
446,79256,ISSUE,78,READ_COMPUTE,5,-1,IFC_VECTOR_TRANSFER,SR_IFC_VECTOR_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_INPUT_LATCH,6,1,0,1,79256,79512,256,15
447,79256,ISSUE,79,READ_COMPUTE,5,-1,IFC_VECTOR_TRANSFER,SR_IFC_VECTOR_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_INPUT_LATCH,7,1,0,1,79256,79512,256,16
448,79512,COMPLETE,72,READ_COMPUTE,5,-1,IFC_VECTOR_TRANSFER,SR_IFC_VECTOR_TRANSFER,CHANNEL_DATA_TRANSFER,CHIP_DATA_TRANSFER,PLANE_INPUT_LATCH,0,1,0,1,79256,79512,256,16
